site_id,subsite_id,proj_taxon_id,data_source,sample_method,sample_subtype,date,transect_id,replicate_id,area,height,count,auth_taxon_id,auth_name,taxon_name,site_name,subsite_name,latitude,longitude
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,2002-07-25,c-k-00001,3,100,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-174,kfm,rdfc,FUL,2004-09-29,c-k-00001,1,2000,NA,0,125550,WORMS,Pholidae,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-167,kfm,rdfc,FUL,1997-07-08,c-k-00001,1,2000,NA,0,282556,WORMS,Rathbunella hypoplecta,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-164,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,151388,WORMS,Bathymasteridae,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-174,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,125550,WORMS,Pholidae,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1999-06-30,c-k-00001,3,100,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-119,kfm,rdfc,FUL,2003-09-09,c-k-00001,1,2000,NA,7,240737,WORMS,Sebastes chrysomelas,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-143,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,254577,WORMS,Chirolophis nugator,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-196,kfm,rdfc,FUL,2000-08-30,c-k-00001,1,2000,NA,0,281687,WORMS,Neoclinus uninotatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,2001-07-17,c-k-00001,2,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1988-09-21,c-k-00001,2,200,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-161,kfm,rdfc,FUL,2000-08-30,c-k-00001,1,2000,NA,0,843664,WORMS,Actinopteri,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,1985-06-26,c-k-00001,2,200,3,0,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1987-09-29,c-k-00001,1,200,3,13,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-166,kfm,rdfc,FUL,1999-09-15,c-k-00001,1,2000,NA,0,276217,WORMS,Caulolatilus princeps,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-139,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,NA,240717,WORMS,Hypsurus caryi,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,1989-08-17,c-k-00001,2,200,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-216,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,279605,WORMS,Anarrhichthys ocellatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,1987-09-29,c-k-00001,4,200,3,3,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-201,kfm,rdfc,FUL,2013-10-20,c-k-00001,1,2000,NA,0,283199,WORMS,Xystreurys liolepis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,2002-07-25,c-k-00001,4,100,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-226,kfm,visualfish,BOT,1998-09-15,c-k-00001,3,100,3,0,274772,WORMS,Sebastes atrovirens,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,1993-07-14,c-k-00001,1,200,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-141,kfm,rdfc,FUL,2007-07-11,c-k-00001,1,2000,NA,2,126175,WORMS,Sebastes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-112,kfm,rdfc,FUL,2009-08-18,c-k-00001,1,2000,NA,13,240743,WORMS,Oxylebius pictus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,1993-07-14,c-k-00001,3,200,3,0,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-126,kfm,rdfc,FUL,2013-10-20,c-k-00001,1,2000,NA,0,126175,WORMS,Sebastes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-224,kfm,visualfish,BOT,1997-07-08,c-k-00001,3,100,3,0,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-143,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,0,254577,WORMS,Chirolophis nugator,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-179,kfm,rdfc,FUL,2005-08-09,c-k-00001,1,2000,NA,0,280836,WORMS,Gibbonsia montereyensis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-108,kfm,rdfc,FUL,2011-09-15,c-k-00001,1,2000,NA,16,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-207,kfm,rdfc,FUL,1996-09-19,c-k-00001,1,2000,NA,0,278535,WORMS,Atractoscion nobilis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,2004-09-29,c-k-00001,2,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-112,kfm,rdfc,FUL,2014-10-01,c-k-00001,1,2000,NA,13,240743,WORMS,Oxylebius pictus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,1990-07-24,c-k-00001,4,200,3,2,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-129,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,3,279812,WORMS,Atherinops affinis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-159,kfm,rdfc,FUL,2008-09-09,c-k-00001,1,2000,NA,0,105820,WORMS,Galeorhinus galeus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-154,kfm,rdfc,FUL,2007-07-11,c-k-00001,1,2000,NA,0,279701,WORMS,Artedius harringtoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,1985-06-26,c-k-00001,3,200,3,2,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1988-07-27,c-k-00001,2,200,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-131,kfm,rdfc,FUL,2013-10-20,c-k-00001,1,2000,NA,0,280865,WORMS,Girella nigricans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-199,kfm,rdfc,FUL,1999-09-15,c-k-00001,1,2000,NA,0,273978,WORMS,Sphyraena argentea,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-147,kfm,rdfc,FUL,2008-09-09,c-k-00001,1,2000,NA,0,240730,WORMS,Phanerodon furcatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,1998-09-15,c-k-00001,1,100,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-142,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,279699,WORMS,Artedius corallinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-136,kfm,rdfc,FUL,2011-09-15,c-k-00001,1,2000,NA,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-226,kfm,visualfish,BOT,2001-07-17,c-k-00001,3,100,3,0,274772,WORMS,Sebastes atrovirens,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,2001-09-18,c-k-00001,4,100,3,1,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,2009-08-18,c-k-00001,2,100,3,0,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,1985-06-26,c-k-00001,2,200,3,9,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-233,kfm,visualfish,BOT,2000-08-30,c-k-00001,4,100,3,0,280865,WORMS,Girella nigricans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,1986-07-09,c-k-00001,1,200,3,5,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1988-09-21,c-k-00001,1,200,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-214,kfm,rdfc,FUL,2012-07-25,c-k-00001,1,2000,NA,0,125465,WORMS,Engraulidae,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-226,kfm,visualfish,BOT,2004-09-29,c-k-00001,4,100,3,0,274772,WORMS,Sebastes atrovirens,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1994-09-27,c-k-00001,3,200,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-226,kfm,visualfish,BOT,2011-09-15,c-k-00001,2,100,3,0,274772,WORMS,Sebastes atrovirens,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-108,kfm,rdfc,FUL,2013-10-20,c-k-00001,1,2000,NA,38,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-193,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,274800,WORMS,Sebastes hopkinsi,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-154,kfm,rdfc,FUL,2014-10-01,c-k-00001,1,2000,NA,0,279701,WORMS,Artedius harringtoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-165,kfm,rdfc,FUL,2002-09-26,c-k-00001,1,2000,NA,0,217452,WORMS,Sardinops sagax,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-182,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,0,274841,WORMS,Sebastes rosaceus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,2001-09-18,c-k-00001,1,100,3,1,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-149,kfm,rdfc,FUL,2001-07-17,c-k-00001,1,2000,NA,0,274833,WORMS,Sebastes paucispinis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-224,kfm,visualfish,BOT,1993-07-14,c-k-00001,4,200,3,2,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-115,kfm,rdfc,FUL,2009-08-18,c-k-00001,1,2000,NA,61,274772,WORMS,Sebastes atrovirens,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,2013-10-20,c-k-00001,1,100,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-218,kfm,rdfc,FUL,2003-09-09,c-k-00001,1,2000,NA,0,280053,WORMS,Cebidichthys violaceus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-215,kfm,rdfc,FUL,2003-09-09,c-k-00001,1,2000,NA,0,275671,WORMS,Gobiesox maeandricus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,2001-09-18,c-k-00001,2,100,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-156,kfm,rdfc,FUL,2014-10-01,c-k-00001,1,2000,NA,0,126175,WORMS,Sebastes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-167,kfm,rdfc,FUL,2011-09-15,c-k-00001,1,2000,NA,0,282556,WORMS,Rathbunella hypoplecta,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-111,kfm,rdfc,FUL,1996-07-22,c-k-00001,1,2000,NA,NA,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-167,kfm,rdfc,FUL,2012-07-25,c-k-00001,1,2000,NA,0,282556,WORMS,Rathbunella hypoplecta,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-149,kfm,rdfc,FUL,2002-07-25,c-k-00001,1,2000,NA,0,274833,WORMS,Sebastes paucispinis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,1990-09-25,c-k-00001,3,200,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-148,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,0,126175,WORMS,Sebastes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,1989-08-17,c-k-00001,2,200,3,0,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-200,kfm,rdfc,FUL,2014-10-01,c-k-00001,1,2000,NA,0,282280,WORMS,Platyrhinoidis triseriata,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-183,kfm,rdfc,FUL,2007-07-11,c-k-00001,1,2000,NA,0,280833,WORMS,Gibbonsia elegans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-112,kfm,rdfc,FUL,2003-09-09,c-k-00001,1,2000,NA,8,240743,WORMS,Oxylebius pictus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-226,kfm,visualfish,BOT,1993-07-14,c-k-00001,4,200,3,55,274772,WORMS,Sebastes atrovirens,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-224,kfm,visualfish,BOT,1995-09-28,c-k-00001,3,200,3,24,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,2007-07-11,c-k-00001,2,100,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,2007-07-11,c-k-00001,1,100,3,0,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1990-07-24,c-k-00001,4,200,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-181,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,274836,WORMS,Sebastes pinniger,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-122,kfm,rdfc,FUL,2007-07-11,c-k-00001,1,2000,NA,2,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,1985-06-26,c-k-00001,3,200,3,1,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,1985-06-26,c-k-00001,1,200,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-198,kfm,rdfc,FUL,1996-09-19,c-k-00001,1,2000,NA,0,282059,WORMS,Paralabrax nebulifer,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,1988-09-21,c-k-00001,3,200,3,0,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-150,kfm,rdfc,FUL,2009-08-18,c-k-00001,1,2000,NA,0,240732,WORMS,Hexagrammos decagrammus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,1995-09-28,c-k-00001,1,200,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,2006-09-12,c-k-00001,3,100,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,1999-06-30,c-k-00001,1,100,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-147,kfm,rdfc,FUL,2011-09-15,c-k-00001,1,2000,NA,0,240730,WORMS,Phanerodon furcatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-177,kfm,rdfc,FUL,1996-09-19,c-k-00001,1,2000,NA,0,279813,WORMS,Atherinopsis californiensis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-157,kfm,rdfc,FUL,2008-09-09,c-k-00001,1,2000,NA,0,281075,WORMS,Heterostichus rostratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,2004-07-28,c-k-00001,4,100,3,0,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-206,kfm,rdfc,FUL,2009-08-18,c-k-00001,1,2000,NA,0,275658,WORMS,Porichthys notatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-234,kfm,visualfish,BOT,2003-09-09,c-k-00001,4,100,3,0,275798,WORMS,Halichoeres semicinctus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-126,kfm,rdfc,FUL,2000-08-30,c-k-00001,1,2000,NA,0,126175,WORMS,Sebastes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-181,kfm,rdfc,FUL,2009-08-18,c-k-00001,1,2000,NA,0,274836,WORMS,Sebastes pinniger,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,2000-06-28,c-k-00001,2,100,3,1,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-112,kfm,rdfc,FUL,2012-07-25,c-k-00001,1,2000,NA,2,240743,WORMS,Oxylebius pictus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-151,kfm,rdfc,FUL,1996-09-19,c-k-00001,1,2000,NA,0,274817,WORMS,Sebastes melanops,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,2001-09-18,c-k-00001,1,100,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,1987-09-29,c-k-00001,1,200,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-175,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,271485,WORMS,Myliobatis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,2007-07-11,c-k-00001,3,100,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,1988-07-27,c-k-00001,2,200,3,0,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-164,kfm,rdfc,FUL,2003-09-25,c-k-00001,1,2000,NA,0,151388,WORMS,Bathymasteridae,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-132,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,275798,WORMS,Halichoeres semicinctus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,2007-07-11,c-k-00001,1,100,3,8,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1987-08-11,c-k-00001,3,200,3,3,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,2008-09-09,c-k-00001,3,100,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-216,kfm,rdfc,FUL,1996-07-22,c-k-00001,1,2000,NA,0,279605,WORMS,Anarrhichthys ocellatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-200,kfm,rdfc,FUL,2009-08-18,c-k-00001,1,2000,NA,0,282280,WORMS,Platyrhinoidis triseriata,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-131,kfm,rdfc,FUL,1998-07-07,c-k-00001,1,2000,NA,0,280865,WORMS,Girella nigricans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1999-06-30,c-k-00001,4,100,3,2,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-234,kfm,visualfish,BOT,2006-09-12,c-k-00001,2,100,3,0,275798,WORMS,Halichoeres semicinctus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-166,kfm,rdfc,FUL,2008-09-09,c-k-00001,1,2000,NA,0,276217,WORMS,Caulolatilus princeps,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,1990-07-24,c-k-00001,4,200,3,0,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,2002-07-25,c-k-00001,1,100,3,1,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-151,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,0,274817,WORMS,Sebastes melanops,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-132,kfm,rdfc,FUL,2010-07-29,c-k-00001,1,2000,NA,0,275798,WORMS,Halichoeres semicinctus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-111,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,0,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-109,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,269206,WORMS,Gibbonsia,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,1999-06-30,c-k-00001,4,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,2004-09-29,c-k-00001,2,100,3,0,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-219,kfm,rdfc,FUL,1998-07-07,c-k-00001,1,2000,NA,0,281679,WORMS,Neoclinus blanchardi,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,1995-08-23,c-k-00001,4,200,3,2,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-195,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,280137,WORMS,Cheilotrema saturnum,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-224,kfm,visualfish,BOT,1998-09-15,c-k-00001,1,100,3,0,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-191,kfm,rdfc,FUL,2010-07-29,c-k-00001,1,2000,NA,0,273810,WORMS,Sarda chiliensis chiliensis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-140,kfm,rdfc,FUL,2007-07-11,c-k-00001,1,2000,NA,0,281142,WORMS,Icelinus tenuis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-134,kfm,rdfc,FUL,2001-07-17,c-k-00001,1,2000,NA,0,281457,WORMS,Lythrypnus dalli,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-118,kfm,rdfc,FUL,2013-10-20,c-k-00001,1,2000,NA,16,274780,WORMS,Sebastes caurinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,1993-07-14,c-k-00001,4,200,3,0,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,2001-09-18,c-k-00001,4,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-164,kfm,rdfc,FUL,2002-07-25,c-k-00001,1,2000,NA,0,151388,WORMS,Bathymasteridae,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,1987-08-11,c-k-00001,2,200,3,1,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,1990-07-24,c-k-00001,1,200,3,2,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1990-07-24,c-k-00001,3,200,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-213,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,279060,WORMS,Triakis semifasciata,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-197,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,275234,WORMS,Balistes polylepis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1995-08-23,c-k-00001,2,200,3,1,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-142,kfm,rdfc,FUL,2005-08-09,c-k-00001,1,2000,NA,0,279699,WORMS,Artedius corallinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-147,kfm,rdfc,FUL,2002-09-26,c-k-00001,1,2000,NA,0,240730,WORMS,Phanerodon furcatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-118,kfm,rdfc,FUL,2004-07-28,c-k-00001,1,2000,NA,2,274780,WORMS,Sebastes caurinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,1987-09-29,c-k-00001,3,200,3,4,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-173,kfm,rdfc,FUL,2013-10-20,c-k-00001,1,2000,NA,0,240729,WORMS,Phanerodon,1,NA,34.02236667,-120.3874667
